Name,star,num,type,address,image,Address,Local_Address,Internet_Address,Call_Number,Rating,Sun,Mon,Tues,Wedn,Thur,Fri,Sat,keyword
오사카 텐만구 신사,40.0,373.0,종교적인 장소,"2-1-8 Tenjinbashi, Kitaku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/19/89/0f/7c/caption.jpg,"2 Chome-1-8 Tenjinbashi, Kita Ward, Osaka, 530-0041 일본",〒530-0041 大阪府大阪市北区天神橋２丁目１−8,https://osakatemmangu.or.jp/,+81 6-6353-0025,4.2,오전 9:00~오후 5:00,오전 9:00~오후 5:00,오전 9:00~오후 5:00,오전 9:00~오후 5:00,오전 9:00~오후 5:00,오전 9:00~오후 5:00,오전 9:00~오후 5:00,"['산책', '인형', '꽃', '쇼핑', '신사', '휴식', '사진', '역사', '옛날']"
오사카시 중앙공회당,40.0,387.0,역사적인 장소 즐길거리 & 랜드마크,"일본 〒530-0005 Osaka, Kita Ward, Nakanoshima, 1 Chome−1−27 大阪市中央公会堂 B1F",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/22/98/70/osaka-city-central-hall.jpg?w=1100&h=500&s=1,"일본 〒530-0005 Osaka, Kita Ward, Nakanoshima, 1 Chome−1−27 大阪市中央公会堂 B1F",〒530-0005 大阪府大阪市北区中之島１丁目１−27 大阪市中央公会堂 B1F,osaka-chuokokaido.jp,+81 6-6208-2002,4.2,오전 9:30~오후 9:30,오전 9:30~오후 9:30,오전 9:30~오후 9:30,오전 9:30~오후 9:30,오전 9:30~오후 9:30,오전 9:30~오후 9:30,오전 9:30~오후 9:30,"['카페', '무료', '산책', '공원', '역사', '콘서트', '사진', '옛날']"
오사카시립 나가이 식물원,,,공원,"1-23 Nagaikoen, Higashisumiyoshi Ward, Osaka, 546-0034 일본",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODA4MTJfOTIg%2FMDAxNTM0MDgxMjQ5Mzk3.KcQrrV92rRr19Qm2rJJQFC8FzNzU-pfi0o0zcmNbIUEg.YeByztfI7jL88AgiBdeNNTCyfhn3b1SmkmtdfI8UpcIg.JPEG.pandom128%2F1533797026_b.jpg&type=a340,"1-23 Nagaikoen, Higashisumiyoshi Ward, Osaka, 546-0034 일본",〒546-0034 大阪府大阪市東住吉区長居公園１−23,botanical-garden.nagai-park.jp,+81 6-6696-7117,4.2,오전 9:30~오후 4:30,오전 9:30~오후 4:30,오전 9:30~오후 4:30,오전 9:30~오후 4:30,오전 9:30~오후 4:30,오전 9:30~오후 4:30,오전 9:30~오후 4:30,"['카페', '산책', '공원', '꽃', '식물원', '광장', '휴식', '사진', '자전거', '박물관', '무료']"
요시모토 난바그랜드카게쓰 극장,45.0,577.0,시어터,"11-6 Nambasennichimae, Chuo, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/05/b5/d2/da/caption.jpg,"11-6 Nanbasennichimae, Chuo Ward, Osaka, 542-0075 일본",〒542-0075 大阪府大阪市中央区難波千日前１１−6,http://www.yoshimoto.co.jp/ngk,+81 6-6641-0888,4.3,홈페이지 참조,홈페이지 참조,홈페이지 참조,홈페이지 참조,홈페이지 참조,홈페이지 참조,홈페이지 참조,"['극장', '인형', '꽃', '선물', '배', '음식', '음식점', '기념품', '휴식', '사진', '공연', '옛날']"
우메다 공중정원,,,공원,"일본 〒531-6039 Osaka, Kita Ward, Oyodonaka, 1 Chome−1−88 梅田スカイビル",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2F20160525_212%2Ftojls_14641523831265REAE_JPEG%2F%25BF%25EC%25B8%25DE%25B4%25D915.JPG&type=a340,"일본 〒531-6039 Osaka, Kita Ward, Oyodonaka, 1 Chome−1−88 梅田スカイビル",〒531-6039 大阪府大阪市北区大淀中１丁目１−88 梅田スカイビル,skybldg.co.jp,+81 6-6440-3855,4.3,오전 9:30~오후 10:00,오전 9:30~오후 10:00,오전 9:30~오후 10:00,오전 9:30~오후 10:00,오전 9:30~오후 10:00,오전 9:30~오후 10:00,오전 9:30~오후 10:00,"['카페', '관람차', '야경', '기념품', '전망대', '사진', '옷', '실내', '실외', '무료']"
우메다 스카이빌딩,40.0,3023.0,건축물,"1-1-88 Oyodonaka, Kita-Ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/09/7b/c8/e8/floating-garden.jpg,"1 Chome-1-88 Oyodonaka, Kita Ward, Osaka, 531-6023 일본",〒531-6023 大阪府大阪市北区大淀中１丁目１−88,skybldg.co.jp,+81 6-6440-3899,4.2,오전 9:30~오후 10:30,오전 9:30~오후 10:30,오전 9:30~오후 10:30,오전 9:30~오후 10:30,오전 9:30~오후 10:30,오전 9:30~오후 10:30,오전 9:30~오후 10:30,"['카페', '음식', '관람차', '강', '야경', '기념품', '전망대', '사진', '옷', '실내', '무료']"
우쓰보 공원,40.0,240.0,시어터,"2-1-4 Utsubohommachi, Nishi-Ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/16/4c/00/ab/caption.jpg,"Utsubohonmachi, Nishi Ward, Osaka, 550-0004 일본",〒550-0004 大阪府大阪市西区靱本町,http://www.city.osaka.lg.jp/nishi/page/0000057760.html,+81 6-6941-1144,4.1,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,"['놀이기구', '카페', '어린이', '산책', '공원', '꽃', '음식점', '강', '광장', '휴식', '사진', '옛날']"
유니버셜 스튜디오 재팬,40.0,10770.0,놀이공원 & 테마파크,"2-1-33 Sakurajima, Konohana-Ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/22/33/49/48/super-nintendo-world.jpg,"2 Chome-1-33 Sakurajima, Konohana Ward, Osaka, 554-0031 일본",〒554-0031 大阪府大阪市此花区桜島２丁目１−33,usj.co.jp,+81 570-200-606,4.5,오전 10:00~오후 10:00,오전 10:00~오후 10:00,오전 10:00~오후 10:00,오전 10:00~오후 10:00,오전 10:00~오후 10:00,오전 10:00~오후 10:00,오전 10:00~오후 10:00,"['놀이기구', '체험', '공원', '어트랙션', '음식', '음식점', '게임', '기념품', '사진', '퍼레이드', '공연']"
일본민가취락박물관,45.0,89.0,역사박물관,"1-2 Hattori-Ryokuchi, 도요나카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/07/d9/c9/96/open-air-museum-of-old.jpg,"1-2 Hattoriryokuchi, Toyonaka, Osaka 561-0873 일본",〒561-0873 大阪府豊中市服部緑地１−2,https://www.occh.or.jp/minka/,+81 6-6862-3137,4.2,오전 9:30~오후 5:00,휴무일,오전 9:30~오후 5:00,오전 9:30~오후 5:00,오전 9:30~오후 5:00,오전 9:30~오후 5:00,오전 9:30~오후 5:00,"['무료', '산책', '공원', '체험', '전통', '사진', '역사', '박물관', '옛날']"
조폐박물관,45.0,542.0,공공기관 건물,"1-1-79 Temma, Kita-Ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/0f/03/4c/e9/caption.jpg,"일본 〒530-0043 Osaka, Kita Ward, Tenma, 1 Chome−1−79 造幣博物館",〒530-0043 大阪府大阪市北区天満１丁目１−79 造幣博物館,https://www.mint.go.jp/enjoy/plant-osaka/plant_visit_museum_h.html,+81 6-6351-5361,4.1,오전 9:00~오후 4:45,오전 9:00~오후 4:45,오전 9:00~오후 4:45,오전 9:00~오후 4:45,오전 9:00~오후 4:45,오전 9:00~오후 4:45,오전 9:00~오후 4:45,"['산책', '체험', '꽃', '음식', '기념품', '휴식', '사진', '역사', '박물관', '무료']"
천연 노천온천 스파 스미노에,45.0,90.0,스파,"1-1-82 Izumi, Suminoe-Ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/11/34/3c/db/photo0jpg.jpg,"1 Chome-1-82 Izumi, Suminoe Ward, Osaka, 559-0023 일본",〒559-0023 大阪府大阪市住之江区泉１丁目１−82,http://www.spasuminoe.jp/,+81 6-6685-1126,4.1,오전 10:00~오전 2:00,오전 10:00~오전 2:00,오전 10:00~오전 2:00,오전 10:00~오전 2:00,오전 10:00~오전 2:00,오전 10:00~오전 2:00,오전 10:00~오전 2:00,"['목욕탕', '공원', '노천', '스파', '음식', '온천', '사우나', '휴식', '옷', '실내', '실외', '무료']"
천연온천 나니와노유,40.0,144.0,온천 리조트,"1-7-31 Nagaranishi Kita-ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/0e/ee/f1/1b/top.jpg,"일본 〒531-0061 Osaka, Kita Ward, Nagaranishi, 1 Chome−7−31 なにわの湯",〒531-0061 大阪府大阪市北区長柄西１丁目７−31 なにわの湯,https://www.naniwanoyu.com/,+81 6-6882-4126,4.1,오전 8:00~오전 1:00,오전 10:00~오전 1:00,오전 10:00~오전 1:00,오전 10:00~오전 1:00,오전 10:00~오전 1:00,오전 10:00~오전 1:00,오전 8:00~오전 1:00,"['노천', '스파', '음식', '온천', '사우나', '사진', '목욕탕', '실내', '박물관', '실외', '무료']"
키즈프라자 오사카,45.0,371.0,어린이 박물관,"2-1-7 Ogimachi, Kita-Ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/05/d2/52/06/caption.jpg,"2 Chome-1-7 Ogimachi, Kita Ward, Osaka, 530-0025 일본",〒530-0025 大阪府大阪市北区扇町２丁目１−7,https://www.kidsplaza.or.jp/,+81 6-6311-6601,4.3,오전 9:30~오후 4:30,오전 9:30~오후 4:30,오전 9:30~오후 4:30,오전 9:30~오후 4:30,오전 9:30~오후 4:30,오전 9:30~오후 4:30,오전 9:30~오후 4:30,"['놀이기구', '어린이', '체험', '공원', '음식', '게임', '휴식', '쇼핑', '실내', '과학관', '박물관', '무료']"
타카무라 와인 & 커피 로스터스,45.0,38.0,특산물 & 기념품 가게,"2-2-18 Edohori, Nishi-Ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/13/3f/7c/78/photo0jpg.jpg,"2 Chome-2-18 Edobori, Nishi Ward, Osaka, 550-0002 일본",〒550-0002 大阪府大阪市西区江戸堀２丁目２−18,http://takamuranet.com/,+81 6-6443-3519,4.4,오전 11:00~오후 7:30,오전 11:00~오후 7:30,오전 11:00~오후 7:30,휴무일,오전 11:00~오후 7:30,오전 11:00~오후 7:30,오전 11:00~오후 7:30,"['카페', '선물', '음식', '술', '휴식', '산', '쇼핑', '무료']"
태양의 탑,,,즐길거리 & 랜드마크,"1-1 Senribanpakukoen, Suita, Osaka 565-0826 일본",https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAxMjVfOSAg%2FMDAxNTE2ODYyOTUxNTkx.h6cx1ezm_daZEqGJtToOQJRagB7pQj4igJ202osujLwg.lvZu-jzhuoNkyF8BcLekk24nHa1MjAETMq9ouRfbMHUg.JPEG.style-japan%2F25038439_2051070068461088_554719945678651392_n.jpg&type=a340,"1-1 Senribanpakukoen, Suita, Osaka 565-0826 일본",〒565-0826 大阪府吹田市千里万博公園１−1,taiyounotou-expo70.jp,+81 120-197-089,4.5,오전 10:00~오후 5:00,오전 10:00~오후 5:00,휴무일,오전 10:00~오후 5:00,오전 10:00~오후 5:00,오전 10:00~오후 5:00,오전 10:00~오후 5:00,"['박람회', '산책', '공원', '꽃', '체험', '광장', '기념품', '작품', '사진', '역사', '박물관', '옛날']"
텐로쿠 상점가 진흥조합 사무소,40.0,813.0,벼룩시장 & 재래시장,"5-6-30 Tenjimbashi Kita-ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/17/39/6d/de/caption.jpg,"6 Chome-5-17 Tenjinbashi, Kita Ward, Osaka, 530-0041 일본",〒530-0041 大阪府大阪市北区天神橋６丁目５−17,http://www.tenrokuworld.com/,+81 6-6358-0035,4.1,휴무일,오전 9:00~오후 4:00,오전 9:00~오후 4:00,오전 9:00~오후 4:00,오전 9:00~오후 4:00,오전 9:00~오후 4:00,오전 9:00~오후 4:00,"['카페', '산책', '전통', '음식', '음식점', '기념품', '자전거', '쇼핑', '옷', '시장', '박물관', '골목', '옛날']"
하루카스 300,45.0,293.0,전망대 & 타워,"1-1-43 Abenosuji, Abeno-Ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/14/30/66/3d/caption.jpg,"1 Chome-1-43 Abenosuji, Abeno Ward, Osaka, 545-0052 일본",〒545-0052 大阪府大阪市阿倍野区阿倍野筋１丁目１−43,abenoharukas-300.jp,+81 6-6621-0300,4.5,오전 9:00~오후 10:00,오전 9:00~오후 10:00,오전 9:00~오후 10:00,오전 9:00~오후 10:00,오전 9:00~오후 10:00,오전 9:00~오후 10:00,오전 9:00~오후 10:00,"['카페', '체험', '음식', '백화점', '야경', '기념품', '사진', '전망대', '실내', '무료']"
한큐 3번가,40.0,172.0,의류 및 액세서리,"1-1-3 Shibata Kita-ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/1a/cb/c9/33/hankyu-sanban-gai.jpg,"1 Chome-1-3 Shibata, Kita Ward, Osaka, 530-0012 일본",〒530-0012 大阪府大阪市北区芝田１丁目１−3,https://www.h-sanbangai.com/,+81 6-6371-3303,3.9,오전 10:00~오후 11:00,오전 10:00~오후 11:00,오전 10:00~오후 11:00,오전 10:00~오후 11:00,오전 10:00~오후 11:00,오전 10:00~오후 11:00,오전 10:00~오후 11:00,"['카페', '레고', '산책', '전통', '선물', '음식', '쇼핑몰', '음식점', '쇼핑', '강', '백화점', '휴식', '산', '사진', '옷', '지하상가', '옛날']"
한큐백화점,45.0,404.0,백화점,"8-7 Kakudacho, Kita-ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/11/1c/ae/de/caption.jpg,"8-7 Kakudacho, Kita Ward, Osaka, 530-8350 일본",〒530-8350 大阪府大阪市北区角田町８−7,https://www.hankyu-dept.co.jp/honten/?utm_source=hqhtgooglemap&utm_medium=storemedia&utm_campaign=information,+81 6-6361-1381,4.1,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,"['카페', '박람회', '선물', '음식', '백화점', '기념품', '광장', '작품', '술', '쇼핑', '옷', '먹거리']"
해유관,45.0,6665.0,수족관,"1-1-10 Kaigandori, Minato-ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/0a/fa/04/d2/photo6jpg.jpg,"1 Chome-1-10 Kaigandori, Minato Ward, Osaka, 552-0022 일본",〒552-0022 大阪府大阪市港区海岸通１丁目１−10,kaiyukan.com,+81 6-6576-5501,4.4,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 9:30~오후 8:00,오전 9:30~오후 8:00,"['카페', '어린이', '체험', '인형', '관람차', '수족관', '아쿠아리움', '기념품', '바다', '사진', '쇼핑', '무료']"
헵파이브 대관람차,40.0,1213.0,즐길거리 & 랜드마크,"5-15 Kakudacho, Kita-ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/09/0d/49/e4/hep-five.jpg,"일본 〒530-0017 Osaka, Kita Ward, Kakudacho, 5−15 HEP FIVE 7F",〒530-0017 大阪府大阪市北区角田町５−15 HEP FIVE 7F,hepfive.jp,+81 6-6366-3634,4.3,오전 11:00~오후 10:45,오전 11:00~오후 10:45,오전 11:00~오후 10:45,오전 11:00~오후 10:45,오전 11:00~오후 10:45,오전 11:00~오후 10:45,오전 11:00~오후 10:45,"['관람차', '쇼핑몰', '백화점', '야경', '전망대', '사진', '쇼핑', '옷', '무료']"
호젠지,40.0,429.0,종교적인 장소,"1-2-16, Namba, Chuo, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/09/b4/63/1f/photo3jpg.jpg,"1 Chome-2-16 Nanba, Chuo Ward, Osaka, 542-0076 일본",〒542-0076 大阪府大阪市中央区難波１丁目２−16,houzenji.jp,+81 6-6211-4152,4.2,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,"['불상', '산책', '음식점', '신사', '사원', '쇼핑', '사진', '역사', '절', '골목', '옛날']"
ABENO HARUKAS Art Museum,40.0,105.0,아트뮤지엄,"1-1-43 Abenosuji, Abeno-ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/13/40/2b/c6/caption.jpg,"일본 〒545-6016 Osaka, Abeno Ward, Abenosuji, 1 Chome−1−43 あべのハルカス 16階",〒545-6016 大阪府大阪市阿倍野区阿倍野筋１丁目１−43 あべのハルカス 16階,http://www.aham.jp/,+81 6-4399-9050,4.1,오전 10:00~오후 6:00,오전 10:00~오후 6:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 8:00,오전 10:00~오후 6:00,"['카페', '그림', '체험', '공원', '전시회', '박물관', '백화점', '작품', '사진', '쇼핑', '전망대', '애니메이션', '무료']"
Diamor 오사카(지하),,,기타,"일본 〒530-0001 Osaka, Kita Ward, Umeda, 1 Chome, 大阪駅前ダイヤモンド地下街 1号",https://search.pstatic.net/common/?src=http%3A%2F%2Fpost.phinf.naver.net%2FMjAyMzAyMTBfMjA1%2FMDAxNjc2MDEzODkzMzAz.nuUh9ZEVQX7KX2KbzK8TDgW_zC1_B695DZNDiZWBz14g.OcEEg5NB8pFNS3eG9Y9wMu7_chjZI8GD63ZrD5xskTsg.JPEG%2FII7dA7n7L5_-1y-fVsz7NLVlxeqA.jpg&type=a340,"일본 〒530-0001 Osaka, Kita Ward, Umeda, 1 Chome, 大阪駅前ダイヤモンド地下街 1号",〒530-0001 大阪府大阪市北区梅田１丁目 大阪駅前ダイヤモンド地下街 1号,diamor.jp,+81 6-6348-8931,4.2,오전 10:00~오후 9:00,오전 10:00~오후 9:00,오전 10:00~오후 9:00,오전 10:00~오후 9:00,오전 10:00~오후 9:00,오전 10:00~오후 9:00,오전 10:00~오후 9:00,"['카페', '음식', '쇼핑몰', '음식점', '백화점', '광장', '휴식', '사진', '쇼핑', '옷']"
Hozenji Yokocho,40.0,466.0,유서 깊은 산책로,"1, Namba, Chuo, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/0d/0d/ae/2f/caption.jpg,"1 Chome-1-6 Nanba, Chuo Ward, Osaka, 542-0076 일본",〒542-0076 大阪府大阪市中央区難波１丁目１−6,,,4.1,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,24시간 영업,"['불상', '산책', '음식점', '신사', '사원', '쇼핑', '사진', '역사', '절', '골목', '옛날']"
Takimikoji,40.0,130.0,기타,"1-1 Oyodonaka, Kita-Ku, 오사카, 오사카",https://media-cdn.tripadvisor.com/media/photo-s/0d/f3/1b/63/20161223-210617-largejpg.jpg,"1 Chome-1-88 Oyodonaka, Kita Ward, Osaka, 531-0076 일본",〒531-0076 大阪府大阪市北区大淀中１丁目１−88,http://www.takimikoji.jp/,+81 6-6440-3899,4.0,오전 11:30~오후 9:30,"수요일,오전 11:30~오후 9:30","수요일,오전 11:30~오후 9:30","수요일,오전 11:30~오후 9:30",휴무일,"수요일,오전 11:30~오후 9:30","수요일,오전 11:30~오후 9:30","['목욕탕', '산책', '음식', '음식점', '신사', '자전거', '사진', '전망대', '골목', '옛날']"
